=== Training Profiling Summary ===

 Count  Overhead File                    Line Function
     1         0 …ler/ssair/slot2ssa.jl   905 construct_ssa!(ci::Core.CodeInfo,…
    11         0 …ler/ssair/slot2ssa.jl   958 construct_ssa!(ci::Core.CodeInfo,…
    36         0 …ler/ssair/slot2ssa.jl   965 construct_ssa!(ci::Core.CodeInfo,…
     1         1 …ler/ssair/slot2ssa.jl   391 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …ler/ssair/slot2ssa.jl   394 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …ler/ssair/slot2ssa.jl   400 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …ler/ssair/slot2ssa.jl   435 domsort_ssa!(ir::Core.Compiler.IR…
     2         0 …ler/ssair/slot2ssa.jl   438 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …ler/ssair/slot2ssa.jl   464 domsort_ssa!(ir::Core.Compiler.IR…
     1         1 …ler/ssair/slot2ssa.jl   466 domsort_ssa!(ir::Core.Compiler.IR…
     3         0 …ler/ssair/slot2ssa.jl   506 domsort_ssa!(ir::Core.Compiler.IR…
     2         0 …ler/ssair/slot2ssa.jl   512 domsort_ssa!(ir::Core.Compiler.IR…
    24         0 …ler/ssair/slot2ssa.jl   515 domsort_ssa!(ir::Core.Compiler.IR…
     1         1 …ler/ssair/slot2ssa.jl     ? fixemup!(slot_filter::Core.Compil…
     3         1 …ler/ssair/slot2ssa.jl   116 fixemup!(slot_filter::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   128 fixemup!(slot_filter::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   151 fixemup!(slot_filter::Core.Compil…
     3         2 …ler/ssair/slot2ssa.jl   160 fixemup!(slot_filter::Core.Compil…
     2         0 …ler/ssair/slot2ssa.jl   170 fixemup!(slot_filter::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   172 fixemup!(slot_filter::Core.Compil…
     1         1 …ler/ssair/slot2ssa.jl     ? iterate(::Core.Compiler.Iterators…
     1         0 …ler/ssair/slot2ssa.jl   291 iterated_dominance_frontier(cfg::…
     1         0 …ler/ssair/slot2ssa.jl   296 iterated_dominance_frontier(cfg::…
     1         0 …ler/ssair/slot2ssa.jl   313 iterated_dominance_frontier(cfg::…
     1         0 …ler/ssair/slot2ssa.jl    83 new_to_regular(stmt::Any, new_off…
     1         0 …ler/ssair/slot2ssa.jl    88 new_to_regular(stmt::Any, new_off…
     1         1 …ler/ssair/slot2ssa.jl    89 new_to_regular(stmt::Any, new_off…
    11         0 …ler/ssair/slot2ssa.jl   183 rename_uses!
     1         1 …ler/ssair/slot2ssa.jl    58 renumber_ssa(stmt::Core.SSAValue,…
     6         0 …ler/ssair/slot2ssa.jl    69 renumber_ssa!
     8         0 …ler/ssair/slot2ssa.jl    70 renumber_ssa!
     1         0 …ler/ssair/slot2ssa.jl    36 scan_entry!(result::Vector{Core.C…
     2         0 …ler/ssair/slot2ssa.jl    41 scan_entry!(result::Vector{Core.C…
     5         0 …ler/ssair/slot2ssa.jl    46 scan_slot_def_use(nargs::Int64, c…
     1         0 …ler/ssair/slot2ssa.jl    48 scan_slot_def_use(nargs::Int64, c…
     1         0 …ler/ssair/slot2ssa.jl    52 scan_slot_def_use(nargs::Int64, c…
     3         0 …ler/ssair/slot2ssa.jl    53 scan_slot_def_use(nargs::Int64, c…
     1         1 …ler/ssair/slot2ssa.jl   233 typ_for_val(x::Any, ci::Core.Code…
     4         4 …se/compiler/tfuncs.jl  1564 _fieldtype_tfunc(𝕃::Core.Compiler…
     1         0 …se/compiler/tfuncs.jl  1576 _fieldtype_tfunc(𝕃::Core.Compiler…
     1         1 …se/compiler/tfuncs.jl  1607 _fieldtype_tfunc(𝕃::Core.Compiler…
     1         0 …se/compiler/tfuncs.jl  1092 _getfield_tfunc(𝕃::Core.Compiler.…
     1         0 …se/compiler/tfuncs.jl  1099 _getfield_tfunc
     1         0 …se/compiler/tfuncs.jl  1118 _getfield_tfunc
     1         0 …se/compiler/tfuncs.jl  1138 _getfield_tfunc(𝕃::Core.Compiler.…
     1         0 …se/compiler/tfuncs.jl  1218 _getfield_tfunc(𝕃::Core.Compiler.…
     1         0 …se/compiler/tfuncs.jl  1808 apply_type_tfunc(::Core.Compiler.…
     4         4 …se/compiler/tfuncs.jl  1860 apply_type_tfunc(::Core.Compiler.…
     6         0 …se/compiler/tfuncs.jl  2383 builtin_effects(𝕃::Core.Compiler.…
     1         0 …se/compiler/tfuncs.jl  2407 builtin_effects(𝕃::Core.Compiler.…
     1         0 …se/compiler/tfuncs.jl  2451 builtin_tfunction(interp::Core.Co…
     1         0 …se/compiler/tfuncs.jl  2476 builtin_tfunction(interp::Core.Co…
    24         6 …se/compiler/tfuncs.jl  2480 builtin_tfunction(interp::Core.Co…
     1         0 …se/compiler/tfuncs.jl   317 egal_tfunc(𝕃::Core.Compiler.Infer…
     1         0 …se/compiler/tfuncs.jl   317 egal_tfunc
     1         0 …se/compiler/tfuncs.jl   337 egal_tfunc
     1         0 …se/compiler/tfuncs.jl   346 egal_tfunc
     1         0 …se/compiler/tfuncs.jl   349 egal_tfunc(::Core.Compiler.JLType…
     2         0 …se/compiler/tfuncs.jl  1509 fieldtype_tfunc(𝕃::Core.Compiler.…
     6         0 …se/compiler/tfuncs.jl  1511 fieldtype_tfunc(𝕃::Core.Compiler.…
     1         0 …se/compiler/tfuncs.jl    63 find_tfunc
     1         1 …se/compiler/tfuncs.jl     ? getfield_boundscheck(::Core.Compi…
     3         0 …se/compiler/tfuncs.jl  2328 getfield_effects(𝕃::Core.Compiler…
     1         0 …se/compiler/tfuncs.jl  2331 getfield_effects(𝕃::Core.Compiler…
     2         0 …se/compiler/tfuncs.jl  2332 getfield_effects(𝕃::Core.Compiler…
     2         0 …se/compiler/tfuncs.jl   975 getfield_nothrow(𝕃::Core.Compiler…
     1         1 …se/compiler/tfuncs.jl  1011 getfield_nothrow(𝕃::Core.Compiler…
     1         0 …se/compiler/tfuncs.jl  1033 getfield_nothrow(𝕃::Core.Compiler…
     1         1 …se/compiler/tfuncs.jl  1252 getfield_notundefined(typ0::Any, …
     1         1 …se/compiler/tfuncs.jl  1288 getfield_notundefined(typ0::Any, …
     1         0 …se/compiler/tfuncs.jl  1044 getfield_tfunc(𝕃::Core.Compiler.I…
     1         0 …se/compiler/tfuncs.jl  1058 getfield_tfunc(𝕃::Core.Compiler.I…
     4         1 …se/compiler/tfuncs.jl    99 instanceof_tfunc(t::Any)
     1         1 …se/compiler/tfuncs.jl   101 instanceof_tfunc(t::Any, troot::C…
     2         0 …se/compiler/tfuncs.jl   109 instanceof_tfunc(t::Any, troot::T…
     1         0 …se/compiler/tfuncs.jl   122 instanceof_tfunc(t::Any, troot::T…
     1         0 …se/compiler/tfuncs.jl   818 isa_tfunc(𝕃::Core.Compiler.Infere…
    55         0 …se/compiler/tfuncs.jl  2651 return_type_tfunc(interp::Core.Co…
     1         0 …se/compiler/tfuncs.jl  1907 tuple_tfunc(𝕃::Core.Compiler.Infe…
     1         1 …se/compiler/tfuncs.jl  1933 tuple_tfunc(𝕃::Core.Compiler.Infe…
     1         1 …se/compiler/tfuncs.jl  1964 tuple_tfunc(𝕃::Core.Compiler.Infe…
     1         0 …se/compiler/tfuncs.jl   802 typeassert_tfunc(𝕃::Core.Compiler…
     1         0 …compiler/typeinfer.jl   336 Core.CodeInstance(interp::Core.Co…
  1477         0 …compiler/typeinfer.jl   247 _typeinf(interp::Core.Compiler.Na…
     9         0 …compiler/typeinfer.jl   260 _typeinf(interp::Core.Compiler.Na…
     1         0 …compiler/typeinfer.jl   263 _typeinf(interp::Core.Compiler.Na…
   838         0 …compiler/typeinfer.jl   272 _typeinf(interp::Core.Compiler.Na…
    36         0 …compiler/typeinfer.jl   280 _typeinf(interp::Core.Compiler.Na…
    69         0 …compiler/typeinfer.jl   283 _typeinf(interp::Core.Compiler.Na…
     2         0 …compiler/typeinfer.jl   285 _typeinf(interp::Core.Compiler.Na…
     1         1 …compiler/typeinfer.jl   507 adjust_effects(sv::Core.Compiler.…
     1         1 …compiler/typeinfer.jl   658 annotate_slot_load!(interp::Core.…
     1         0 …compiler/typeinfer.jl   662 annotate_slot_load!(interp::Core.…
    67         0 …compiler/typeinfer.jl   405 cache_result!(interp::Core.Compil…
     2         0 …compiler/typeinfer.jl   406 cache_result!(interp::Core.Compil…
     1         0 …compiler/typeinfer.jl   516 finish(me::Core.Compiler.Inferenc…
     1         0 …compiler/typeinfer.jl   521 finish(me::Core.Compiler.Inferenc…
     6         0 …compiler/typeinfer.jl   559 finish(me::Core.Compiler.Inferenc…
     1         0 …compiler/typeinfer.jl   568 finish(me::Core.Compiler.Inferenc…
     2         0 …compiler/typeinfer.jl   228 finish!
    57        57 …compiler/typeinfer.jl   360 maybe_compress_codeinfo(interp::C…
     1         1 …compiler/typeinfer.jl   607 record_slot_assign!(sv::Core.Comp…
     1         0 …compiler/typeinfer.jl   610 record_slot_assign!(sv::Core.Comp…
    36         0 …compiler/typeinfer.jl   576 store_backedges
    34        34 …compiler/typeinfer.jl   583 store_backedges(caller::Core.Meth…
     2         2 …compiler/typeinfer.jl   586 store_backedges(caller::Core.Meth…
    10         0 …compiler/typeinfer.jl   374 transform_result_for_cache
    57         0 …compiler/typeinfer.jl   379 transform_result_for_cache
     2         0 …compiler/typeinfer.jl   699 type_annotate!(interp::Core.Compi…
     1         0 …compiler/typeinfer.jl   715 type_annotate!(interp::Core.Compi…
     1         1 …compiler/typeinfer.jl   730 type_annotate!(interp::Core.Compi…
     2         0 …compiler/typeinfer.jl   741 type_annotate!(interp::Core.Compi…
  1480         0 …compiler/typeinfer.jl   216 typeinf(interp::Core.Compiler.Nat…
     9         0 …compiler/typeinfer.jl   871 typeinf_edge(interp::Core.Compile…
     2         0 …compiler/typeinfer.jl   872 typeinf_edge(interp::Core.Compile…
     5         0 …compiler/typeinfer.jl   919 typeinf_edge(interp::Core.Compile…
   200         0 …compiler/typeinfer.jl   920 typeinf_edge(interp::Core.Compile…
  1473         0 …compiler/typeinfer.jl   930 typeinf_edge(interp::Core.Compile…
     1         0 …compiler/typeinfer.jl  1049 typeinf_ext(interp::Core.Compiler…
  1480         0 …compiler/typeinfer.jl  1051 typeinf_ext(interp::Core.Compiler…
  1480         0 …compiler/typeinfer.jl  1078 typeinf_ext_toplevel(mi::Core.Met…
  1480         0 …compiler/typeinfer.jl  1082 typeinf_ext_toplevel(interp::Core…
     1         0 …mpiler/typelattice.jl   302 is_lattice_bool
     1         1 …mpiler/typelattice.jl     ? is_lattice_equal(lattice::Core.Co…
     3         0 …mpiler/typelattice.jl   542 is_lattice_equal
     2         0 …mpiler/typelattice.jl   551 is_lattice_equal(lattice::Core.Co…
     1         1 …mpiler/typelattice.jl   554 is_lattice_equal(lattice::Core.Co…
     1         1 …mpiler/typelattice.jl   558 is_lattice_equal(lattice::Core.Co…
     1         0 …mpiler/typelattice.jl   291 issubconditional(lattice::Core.Co…
     1         1 …mpiler/typelattice.jl   306 maybe_extract_const_bool
     1         0 …mpiler/typelattice.jl   710 smerge
     1         0 …mpiler/typelattice.jl   782 stoverwrite!
     1         1 …mpiler/typelattice.jl   783 stoverwrite!
     1         0 …mpiler/typelattice.jl   755 stupdate!(lattice::Core.Compiler.…
     1         0 …mpiler/typelattice.jl   637 tmeet(lattice::Core.Compiler.Part…
     1         0 …mpiler/typelattice.jl   647 tmeet(lattice::Core.Compiler.Cons…
     1         0 …mpiler/typelattice.jl   657 tmeet
     1         1 …mpiler/typelattice.jl   667 tmeet(lattice::Core.Compiler.Infe…
     1         1 …mpiler/typelattice.jl   669 tmeet(lattice::Core.Compiler.Infe…
     1         0 …mpiler/typelattice.jl   670 tmeet(lattice::Core.Compiler.Infe…
     3         3 …mpiler/typelattice.jl   693 widenconst
     3         3 …mpiler/typelattice.jl   693 widenconst(c::Core.Const)
     1         1 …mpiler/typelattice.jl   697 widenconst(t::Type)
     1         1 …mpiler/typelattice.jl   248 widenslotwrapper
     1         1 …mpiler/typelattice.jl   250 widenslotwrapper
     2         0 …mpiler/typelattice.jl   397 ⊑(lattice::Core.Compiler.Inferenc…
     1         0 …mpiler/typelattice.jl   424 ⊑
     1         0 …mpiler/typelattice.jl   432 ⊑
     1         1 …mpiler/typelattice.jl   448 ⊑(lattice::Core.Compiler.Partials…
     1         1 …mpiler/typelattice.jl   451 ⊑(lattice::Core.Compiler.Partials…
     1         1 …mpiler/typelattice.jl   498 ⊑(lattice::Core.Compiler.Partials…
     3         1 …mpiler/typelattice.jl   508 ⊑(lattice::Core.Compiler.Partials…
     2         0 …mpiler/typelattice.jl   530 ⊑(lattice::Core.Compiler.ConstsLa…
     1         1 …ompiler/typelimits.jl     ? abstract_call_gf_by_type(interp::…
     1         0 …ompiler/typelimits.jl   295 issimpleenoughtype(t::Any)
     1         0 …ompiler/typelimits.jl   323 issimplertype(𝕃::Core.Compiler.Pa…
     1         1 …ompiler/typelimits.jl   448 tmerge(lattice::Core.Compiler.Inf…
     1         1 …ompiler/typelimits.jl   449 tmerge
     5         0 …ompiler/typelimits.jl   453 tmerge(lattice::Core.Compiler.Inf…
     3         0 …ompiler/typelimits.jl   453 tmerge
     1         0 …ompiler/typelimits.jl   474 tmerge(lattice::Core.Compiler.Con…
     4         0 …ompiler/typelimits.jl   493 tmerge(lattice::Core.Compiler.Con…
     3         0 …ompiler/typelimits.jl   533 tmerge
     1         1 …ompiler/typelimits.jl   608 tmerge(lattice::Core.Compiler.Par…
     6         0 …ompiler/typelimits.jl   609 tmerge(lattice::Core.Compiler.Par…
     1         0 …ompiler/typelimits.jl   651 tmerge(lattice::Core.Compiler.Par…
     1         0 …ompiler/typelimits.jl   663 tmerge(lattice::Core.Compiler.Con…
     1         0 …ompiler/typelimits.jl   679 tmerge(::Core.Compiler.JLTypeLatt…
     1         1 …ompiler/typelimits.jl     ? tmerge_fast_path(lattice::Core.Co…
     1         1 …ompiler/typelimits.jl   364 tmerge_fast_path(lattice::Core.Co…
     2         0 …ompiler/typelimits.jl   366 tmerge_fast_path(lattice::Core.Co…
     1         0 …ompiler/typelimits.jl   367 tmerge_fast_path(lattice::Core.Co…
     1         0 …ompiler/typelimits.jl   368 tmerge_fast_path(lattice::Core.Co…
     1         0 …ompiler/typelimits.jl   722 tmerge_types_slow(typea::Type, ty…
     1         1 …ompiler/typelimits.jl   847 tuplemerge(a::DataType, b::DataTy…
     5         0 …ase/compiler/types.jl    88 InferenceResult
     4         0 …ase/compiler/types.jl    90 InferenceResult
     1         1 …ase/compiler/types.jl   504 getresult(info::Core.Compiler.Cal…
     1         1 …ase/compiler/types.jl   503 getsplit(info::Core.Compiler.Call…
     2         2 …ase/compiler/types.jl   502 nsplit(info::Core.Compiler.CallIn…
     7         4 …compiler/typeutils.jl    57 (::Core.Compiler.var"#355#356")(a…
     1         1 …compiler/typeutils.jl   292 _unioncomplexity(x::Any)
    24        13 …compiler/typeutils.jl    57 argtypes_to_type
     1         0 …compiler/typeutils.jl    82 datatype_min_ninitialized(t::Data…
     4         0 …compiler/typeutils.jl   200 hasintersect
     3         0 …compiler/typeutils.jl   393 is_mutation_free_argtype
     1         0 …compiler/typeutils.jl     9 isconstType
     1         0 …compiler/typeutils.jl   291 unioncomplexity
     4         4 …compiler/utilities.jl   222 #specialize_method#289
    10        10 …compiler/utilities.jl   224 #specialize_method#289
     4         0 …compiler/utilities.jl   228 specialize_method(match::Core.Met…
     1         0 …compiler/utilities.jl   228 #specialize_method#290
     1         0 …compiler/utilities.jl    17 _any
     1         0 …compiler/utilities.jl    22 any
    10         1 …compiler/utilities.jl    43 anymap(f::Core.Compiler.var"#355#…
     1         0 …compiler/utilities.jl    43 anymap
     1         1 …compiler/utilities.jl    36 contains_is
    30         0 …compiler/utilities.jl   387 find_ssavalue_uses(body::Vector{A…
     2         0 …compiler/utilities.jl   399 find_ssavalue_uses(body::Vector{A…
     2         2 …compiler/utilities.jl   407 find_ssavalue_uses(e::Expr, uses:…
     1         0 …compiler/utilities.jl   415 find_ssavalue_uses(e::Expr, uses:…
     2         0 …compiler/utilities.jl   462 find_throw_blocks(code::Vector{An…
     7         7 …compiler/utilities.jl   159 get_compileable_sig
   148        15 …compiler/utilities.jl   123 get_staged(mi::Core.MethodInstanc…
     1         1 …compiler/utilities.jl   110 is_nospecializeinfer
     3         3 …compiler/utilities.jl    70 is_self_quoting
     2         0 …compiler/utilities.jl   434 is_throw_call
     1         1 …compiler/utilities.jl    55 istopfunction
     2         0 …compiler/utilities.jl   444 mark_throw_blocks!(src::Core.Code…
     3         0 …compiler/utilities.jl    75 quoted
   148         0 …compiler/utilities.jl   135 retrieve_code_info
    17        17 …compiler/utilities.jl   143 retrieve_code_info
    14         0 …compiler/utilities.jl   212 specialize_method
     5         0 …compiler/utilities.jl   227 specialize_method
     3         0 …compiler/utilities.jl   357 ssamap(f::Core.Compiler.var"#413#…
     2         0 …compiler/utilities.jl   358 ssamap(f::Core.Compiler.var"#413#…
     1         0 …compiler/utilities.jl   360 ssamap(f::Core.Compiler.var"#413#…
     1         0 …compiler/utilities.jl   362 ssamap(f::Core.Compiler.var"#413#…
   201        38 @Base/coreio.jl            4 println(::String, ::Tuple{Int64, …
     1         1 @Base/dict.jl            262 ht_keyindex(h::Dict{Float64, Int3…
     1         1 @Base/error.jl            35 error(s::String)
     9         0 @Base/essentials.jl        ? #6
     1         1 @Base/essentials.jl        ? _useref_setindex!(stmt::Any, op::…
     1         1 @Base/essentials.jl        ? basic_blocks_starts
     1         1 @Base/essentials.jl        ? fixemup!(slot_filter::Core.Compil…
   218       218 @Base/essentials.jl       13 getindex
  2243      2243 @Base/essentials.jl       14 getindex
     1         1 @Base/essentials.jl      769 getindex
     5         0 @Base/essentials.jl      957 isempty
     1         1 @Base/essentials.jl      420 isvarargtype
     5         5 @Base/essentials.jl       10 length
    15        15 @Base/essentials.jl      650 setindex!
     1         1 @Base/essentials.jl        ? ssa_substitute_op!(insert_node!::…
     1         1 @Base/essentials.jl        ? typeinf_local(interp::Core.Compil…
    70         0 @Base/expr.jl             41 copy(e::Expr)
     6         0 @Base/expr.jl             75 copy(c::Core.CodeInfo)
     1         0 @Base/expr.jl             76 copy(c::Core.CodeInfo)
     1         0 @Base/expr.jl             83 copy(c::Core.CodeInfo)
    72         2 @Base/expr.jl             68 copy_exprargs(x::Vector{Any})
     2         2 @Base/expr.jl             44 copy_exprs(x::Any)
    71         1 @Base/expr.jl             46 copy_exprs(x::Any)
    65        65 @Base/expr.jl             70 exprarray
     1         1 @Base/expr.jl             38 isexpr
   341       341 @Base/float.jl           535 !=
   575       575 @Base/float.jl           411 *
  2857      2857 @Base/float.jl           409 +
   488       488 @Base/float.jl           410 -
   153       153 @Base/float.jl           610 abs
   147         0 @Base/generator.jl         ? #6
     2         0 @Base/generator.jl        44 iterate
  3069         0 @Base/generator.jl        47 iterate
     3         0 @Base/iddict.jl           30 IdDict
     4         4 @Base/iddict.jl          146 _oidd_nextind
    23        23 @Base/iddict.jl          102 get
     1         1 @Base/iddict.jl          107 getindex
    23         0 @Base/iddict.jl          192 in
     5         0 @Base/iddict.jl          149 iterate
     1         0 @Base/iddict.jl          150 iterate
     1         1 @Base/iddict.jl           96 setindex!(d::Core.Compiler.IdDict…
     1         0 @Base/idset.jl             7 IdSet
    21         0 @Base/idset.jl            20 in
     5         0 @Base/idset.jl            18 isempty
    43         0 @Base/indices.jl         393 iterate
    15        15 @Base/int.jl              87 +
     6         6 @Base/int.jl              86 -
     6         0 @Base/int.jl            1068 -
     2         2 @Base/int.jl              83 <
    65        65 @Base/int.jl             513 <
    36         0 @Base/int.jl             520 <
     2         2 @Base/int.jl               ? process_node!(compact::Core.Compi…
     1         1 @Base/int.jl               ? searchsortedfirst
     1         0 @Base/io.jl              431 unsafe_write
     1         0 @Base/io.jl              698 unsafe_write
     1         0 @Base/io.jl              721 write
     2         2 @Base/iterators.jl      1068 (::Base.Iterators.var"#12#14"{Tup…
     1         1 @Base/iterators.jl      1075 (::Base.Iterators.var"#16#17"{Tup…
   361         0 @Base/iterators.jl      1110 _piterate1
     1         0 @Base/iterators.jl       516 iterate(::Core.Compiler.Iterators…
   361         0 @Base/iterators.jl      1123 iterate
     1         1 @Base/libuv.jl            48 iolock_begin
215221         0 @Base/loading.jl        2136 _include(mapexpr::Function, mod::…
215221         0 @Base/loading.jl        2076 include_string(mapexpr::typeof(id…
  3311         0 …e/multidimensional.jl   889 _getindex
    25         0 …e/multidimensional.jl   901 _unsafe_getindex
  1832         0 …e/multidimensional.jl   901 _unsafe_getindex(::IndexLinear, :…
    56         0 …e/multidimensional.jl   903 _unsafe_getindex
  1398         0 …e/multidimensional.jl   903 _unsafe_getindex(::IndexLinear, :…
  1454         0 …e/multidimensional.jl   912 _unsafe_getindex!
  1621         0 …e/multidimensional.jl   696 getindex
    27        27 …e/multidimensional.jl     ? macro expansion
     2         2 …e/multidimensional.jl   915 macro expansion
  1051         0 …e/multidimensional.jl   917 macro expansion
   263         0 …e/multidimensional.jl   918 macro expansion
  7468         0 …e/multidimensional.jl   698 setindex!
     2         0 none                       ? #19
  2913         0 none                       ? (::Main.MKL.var"#23#24"{Vector{In…
   479         0 none                       ? #8
   107         0 none                       ? var"#s368#152"(N::Any, ::Any, op:…
    21         0 @Base/number.jl            7 convert
   103         0 @Base/operators.jl       587 *
     1         0 @Base/operators.jl       378 >
   101         0 @Base/operators.jl       545 afoldl
     1         1 @Base/ordering.jl        161 ord(lt::Function, by::Function, r…
     1         1 @Base/pointer.jl          65 unsafe_convert
   862       862 @Base/promotion.jl       521 ==
     5         0 @Base/range.jl          1385 Array
     5         0 @Base/range.jl          1393 collect
     1         1 @Base/range.jl             ? compute_inlining_cases(info::Core…
     1         0 @Base/range.jl           672 isempty
    84        83 @Base/range.jl           897 iterate
   885        29 @Base/range.jl           901 iterate
   965         0 @Base/reduce.jl          175 #mapfoldl#298
   965         0 @Base/reduce.jl          307 #mapreduce#302
   965         0 @Base/reduce.jl          535 #sum#305
   965         0 @Base/reduce.jl          564 #sum#306
   119         0 @Base/reduce.jl           86 BottomRF
   600         0 @Base/reduce.jl          100 MappingRF
     4         0 @Base/reduce.jl           60 _foldl_impl
   361         0 @Base/reduce.jl           60 _foldl_impl(op::Base.MappingRF{Ma…
     2         0 @Base/reduce.jl           62 _foldl_impl
   598         0 @Base/reduce.jl           62 _foldl_impl(op::Base.MappingRF{Ma…
     4         0 @Base/reduce.jl          447 _mapreduce
   122         0 @Base/reduce.jl           27 add_sum
     6         5 @Base/reduce.jl         1305 all(f::Function, itr::Tuple{DataT…
     6         0 @Base/reduce.jl           48 foldl_impl
   959         0 @Base/reduce.jl           48 foldl_impl(op::Base.MappingRF{Mai…
     3         0 @Base/reduce.jl          265 macro expansion
   965         0 @Base/reduce.jl          175 mapfoldl
   965         0 @Base/reduce.jl           44 mapfoldl_impl
   965         0 @Base/reduce.jl          307 mapreduce
     4         0 @Base/reduce.jl          263 mapreduce_impl(f::typeof(identity…
     1         0 @Base/reduce.jl          271 mapreduce_impl(f::typeof(identity…
     4         0 @Base/reduce.jl          272 mapreduce_impl(f::typeof(identity…
     4         0 @Base/reduce.jl          277 mapreduce_impl
   965         0 @Base/reduce.jl          535 sum
   965         0 @Base/reduce.jl          564 sum
     4         0 @Base/reducedim.jl      1014 #_sum#830
     4         0 @Base/reducedim.jl      1015 #_sum#831
     4         0 @Base/reducedim.jl       357 #mapreduce#821
     4         0 @Base/reducedim.jl      1010 #sum#828
     4         0 @Base/reducedim.jl       365 _mapreduce_dim
     4         0 @Base/reducedim.jl      1014 _sum
     4         0 @Base/reducedim.jl      1015 _sum
     4         0 @Base/reducedim.jl       357 mapreduce
     4         0 @Base/reducedim.jl      1010 sum
    88        88 @Base/reflection.jl     1031 _methods_by_ftype(t::Any, mt::Not…
     1         1 @Base/reflection.jl      670 has_free_typevars
     1         1 @Base/reflection.jl      247 isconst
     6         6 @Base/reflection.jl      749 typeintersect
     1         1 @Base/refvalue.jl         59 getindex
     1         0 @Base/ryu/Ryu.jl         113 show
     1         0 @Base/ryu/Ryu.jl         118 show(io::IOContext{Base.TTY}, x::…
     1         0 @Base/show.jl           1396 show
     1         0 @Base/show.jl           1335 show_delim_array
     1         0 @Base/show.jl           1346 show_delim_array(io::Base.TTY, it…
     1         0 @Base/show.jl           1363 show_delim_array
     3         2 @Base/simdloop.jl         75 macro expansion
 11466         0 @Base/simdloop.jl         77 macro expansion
    14         0 @Base/simdloop.jl         78 macro expansion
     1         1 @Base/simdloop.jl         84 macro expansion
   137       136 @Base/sort.jl           1583 partialsortperm!(ix::Vector{Int64…
   137         0 @Base/sort.jl           1524 #partialsortperm#30
   137         0 @Base/sort.jl           1524 partialsortperm
   137         0 @Base/sort.jl           1567 partialsortperm!
     1         0 @Base/stream.jl         1105 unsafe_write(s::Base.TTY, p::Ptr{…
     1         0 @Base/stream.jl         1120 unsafe_write(s::Base.TTY, p::Ptr{…
     1         0 @Base/stream.jl         1048 uv_write(s::Base.TTY, p::Ptr{UInt…
     1         1 @Base/stream.jl         1147 write(s::Base.TTY, b::UInt8)
     2         0 @Base/strings/io.jl       35 print(io::Base.TTY, x::Vector{Flo…
   117        98 @Base/strings/io.jl       46 print(::Base.TTY, ::String, ::Vec…
     1         0 @Base/strings/io.jl      250 print(io::Base.TTY, s::String)
   156        35 @Base/strings/io.jl       75 println(::Base.TTY, ::String, ::V…
     1         0 @Base/strings/io.jl      248 write
    28         0 @Base/subarray.jl        328 setindex!
   350         0 @Base/subarray.jl        329 setindex!
   752         0 @Base/subarray.jl        347 setindex!
     1         1 @Base/task.jl            575 (::Base.var"#671#672"{Task})()
     1         1 @Base/task.jl            985 poptask(W::Base.IntrusiveLinkedLi…
     1         0 @Base/task.jl            994 wait()
215221         0 @Base/timing.jl          279 macro expansion
     1         1 @Base/tuple.jl           196 first(::Tuple{})
     1         1 @Base/tuple.jl            31 getindex
     2         0 @Base/tuple.jl           617 in
     1         1 @Base/tuple.jl            95 indexed_iterate(I::Nothing, i::In…
     1         1 @Base/tuple.jl             ? sym_in(x::Symbol, itr::NTuple{17,…
     2         2 @Base/tuple.jl           613 sym_in(x::Symbol, itr::NTuple{17,…
   156       156 …arAlgebra/src/blas.jl   667 gemv!(trans::Char, alpha::Float64…
   530       152 …lgebra/src/generic.jl  1257 ishermitian(A::Matrix{Float64})
    49         0 …lgebra/src/generic.jl  1260 ishermitian(A::Matrix{Float64})
   579         0 …lgebra/src/generic.jl  1186 issymmetric
   156         0 …Algebra/src/matmul.jl    53 *
   156         0 …Algebra/src/matmul.jl    87 *
   156         0 …Algebra/src/matmul.jl  1146 *(tu::LinearAlgebra.Adjoint{Float…
   156         0 …Algebra/src/matmul.jl   415 gemv!(y::Vector{Float64}, tA::Cha…
   156         0 …Algebra/src/matmul.jl    71 generic_matvecmul!
   156         0 …Algebra/src/matmul.jl    66 mul!
   156         0 …Algebra/src/matmul.jl   237 mul!
     1         0 …ers/DenseAxisArray.jl   534 _broadcast_axes_check(x::Tuple{})
    62        40 …utable_arithmetics.jl   261 #s368#152
    21        14 …utable_arithmetics.jl   262 #s368#152
    24        21 …utable_arithmetics.jl   268 #s368#152
   579         0 @LIBSVM/src/LIBSVM.jl    344 svmtrain(X::Matrix{Float64}, y::V…
     2         0 @LIBSVM/src/LIBSVM.jl    345 svmtrain(X::Matrix{Float64}, y::V…
  1363         0 @LIBSVM/src/LIBSVM.jl    360 svmtrain(X::Matrix{Float64}, y::V…
187455         0 @LIBSVM/src/LIBSVM.jl    372 svmtrain(X::Matrix{Float64}, y::V…
   316         0 @LIBSVM/src/LIBSVM.jl    375 svmtrain(X::Matrix{Float64}, y::V…
